id	signs_file	signs_offset	signs_length	signs_type	signs_lang	translation	translation_lang	glosses	topic	signer_id
0H0_rY2_6wQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H0_rY2_6wQ_8-5-rgb_front.npy	3033	544	i3d	asl	So, this step is a key step in the kite making when you're organizing projects for kids, or anybody for that matter, and it helps you really stick to a type of time schedule that meets your needs.	en		2	
0H0_rY2_6wQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H0_rY2_6wQ_9-5-rgb_front.npy	3636	359	i3d	asl	Now obviously, the more colors you use the nicer the outcome will be, and also the nicer effect it will have once it's flying.	en		2	
0H60j0VxTaE_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_1-5-rgb_front.npy	380	40	i3d	asl	First, one mask.	en		1	
0H60j0VxTaE_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_10-5-rgb_front.npy	2094	39	i3d	asl	Of course, your jacket.	en		1	
0H60j0VxTaE_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_11-5-rgb_front.npy	2172	182	i3d	asl	Your jacket has no minimum regulations as far as how many newtons it needs to have.	en		1	
0H60j0VxTaE_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_12-5-rgb_front.npy	2360	281	i3d	asl	But it does have to have a strap at the bottom; that used to be optional; it's not anymore, you need this handy strap.	en		1	
0H60j0VxTaE_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_13-5-rgb_front.npy	2648	55	i3d	asl	Glove - you need one glove.	en		1	
0H60j0VxTaE_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_14-5-rgb_front.npy	2704	55	i3d	asl	You might want two gloves.	en		1	
0H60j0VxTaE_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_15-5-rgb_front.npy	2774	208	i3d	asl	There are gloves that have Velcro cuffs that allow the body cord to pass through, so that's not a bad idea.	en		1	
0H60j0VxTaE_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_16-5-rgb_front.npy	2991	92	i3d	asl	Again, you want to size your glove properly before ordering.	en		1	
0H60j0VxTaE_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_17-5-rgb_front.npy	3084	263	i3d	asl	Your Lame; a Lame in good working order that's going to pass a test.	en		1	
0H60j0VxTaE_18-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_18-5-rgb_front.npy	3353	46	i3d	asl	You need that for foil, you also need a sabre one for a sabre.	en		1	
0H60j0VxTaE_19-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_19-5-rgb_front.npy	3432	201	i3d	asl	Your Plastron; you're required extra underarm protection.	en		1	
0H60j0VxTaE_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_2-5-rgb_front.npy	435	521	i3d	asl	The mask has to pass FIE regulations; that means that first of all the bib has to be sewn in, you can't have a snap in bib and it also has to sustain a certain amount of pressure, I think its 12 kilograms.	en		1	
0H60j0VxTaE_20-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_20-5-rgb_front.npy	3686	170	i3d	asl	And also if you're a woman your added chest plate added protection.	en		1	
0H60j0VxTaE_21-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_21-5-rgb_front.npy	3861	147	i3d	asl	If you're a man, you need that cup, not that cup, but the right cup.	en		1	
0H60j0VxTaE_22-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_22-5-rgb_front.npy	4026	167	i3d	asl	And other optional equipment is your chest plate for a man.	en		1	
0H60j0VxTaE_23-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_23-5-rgb_front.npy	4195	151	i3d	asl	In addition to these items, you need a pair of pants; they have to be white.	en		1	
0H60j0VxTaE_25-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_25-5-rgb_front.npy	4146	95	i3d	asl	You need a pair of socks; they have to come up to your shin, they have to come up to your pants.	en		1	
0H60j0VxTaE_26-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_26-5-rgb_front.npy	4134	105	i3d	asl	You need a pair of shoes.	en		1	
0H60j0VxTaE_27-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_27-5-rgb_front.npy	4131	112	i3d	asl	You want them to be good and comfortable and to assist you in your athletic endeavors.	en		1	
0H60j0VxTaE_28-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_28-5-rgb_front.npy	4145	82	i3d	asl	And I think that might just be enough.	en		1	
0H60j0VxTaE_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_3-5-rgb_front.npy	974	225	i3d	asl	If it doesn't sustain a certain amount of pressure when it's being tested at the competition it doesn't matter if it actually is FIE it still doesn't fly.	en		1	
0H60j0VxTaE_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_4-5-rgb_front.npy	1203	137	i3d	asl	So it's not a bad idea to have a spare helmet along with you.	en		1	
0H60j0VxTaE_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_5-5-rgb_front.npy	1366	44	i3d	asl	Next you need two electric weapons.	en		1	
0H60j0VxTaE_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_6-5-rgb_front.npy	1412	284	i3d	asl	I have two Epee's here, if you're fencing foil, obviously you're going to need two electric foils that are in good working order.	en		1	
0H60j0VxTaE_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_7-5-rgb_front.npy	1698	237	i3d	asl	You bring two because, of course, nothing is foolproof, and electric weapons, like everything else, on occasion, do occasionally fail.	en		1	
0H60j0VxTaE_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_8-5-rgb_front.npy	1948	69	i3d	asl	Next, two working body cords.	en		1	
0H60j0VxTaE_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0H60j0VxTaE_9-5-rgb_front.npy	2023	62	i3d	asl	For the same reason, bring two with you.	en		1	
0HMTm0ljVl8_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_0-5-rgb_front.npy	3	25	i3d	asl	Hi, I'm Kelli.	en		7	
0HMTm0ljVl8_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_1-5-rgb_front.npy	41	220	i3d	asl	I'm an aesthetician and makeup artist at Ultra Salon and Cosmetics and I'm going to give you some tips on how you can fight oily skin.	en		7	
0HMTm0ljVl8_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_10-5-rgb_front.npy	2036	90	i3d	asl	You can also use mattifying products.	en		7	
0HMTm0ljVl8_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_11-5-rgb_front.npy	2134	39	i3d	asl	This is a mattifier.	en		7	
0HMTm0ljVl8_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_12-5-rgb_front.npy	2201	62	i3d	asl	You can actually take this and pat it.	en		7	
0HMTm0ljVl8_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_13-5-rgb_front.npy	2270	211	i3d	asl	I will even just take a little bit and pat it here on her nose.	en		7	
0HMTm0ljVl8_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_14-5-rgb_front.npy	2514	232	i3d	asl	You can even do this over makeup and basically it's just going to help to soak up any shine and keep her really nice and matte all day.	en		7	
0HMTm0ljVl8_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_15-5-rgb_front.npy	2777	404	i3d	asl	And another thing that you can do is use a really good oil-free foundation and oil-absorbing powders as well.	en		7	
0HMTm0ljVl8_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_16-5-rgb_front.npy	3184	88	i3d	asl	So those are some things that you can do to help fight oily skin.	en		7	
0HMTm0ljVl8_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_2-5-rgb_front.npy	267	165	i3d	asl	One of the easiest things that you can do to help with oily skin is actually use a really good hydrator.	en		7	
0HMTm0ljVl8_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_3-5-rgb_front.npy	437	464	i3d	asl	Many people with oily skin are really against using a moisturizer and what happens a lot of times is people with oily skin are always using stripping products, trying to strip all the oil out of the skin.	en		7	
0HMTm0ljVl8_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_4-5-rgb_front.npy	916	221	i3d	asl	So in turn what happens then is it strips your skin of all its natural oils and tricks your skin into thinking that it's dry.	en		7	
0HMTm0ljVl8_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_5-5-rgb_front.npy	1139	58	i3d	asl	So in turn, your skin actually produces more oil.	en		7	
0HMTm0ljVl8_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_6-5-rgb_front.npy	1207	343	i3d	asl	So you can really balance that out just by using a really good hydrator which is an oil-free, water-base moisturizer that's going to balance the oil and water content in the skin and help kind of keep that oily skin in check.	en		7	
0HMTm0ljVl8_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_7-5-rgb_front.npy	1560	178	i3d	asl	Another thing that you can do is use anything with salicylic acid in it.	en		7	
0HMTm0ljVl8_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_8-5-rgb_front.npy	1750	133	i3d	asl	Salicylic acid is a really great product for oily skin.	en		7	
0HMTm0ljVl8_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HMTm0ljVl8_9-5-rgb_front.npy	1888	145	i3d	asl	It's a beta-hydroxy acid, helps to pull any impurities out of the pores and helps to control the oil.	en		7	
0HObK-sd2ds_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_0-5-rgb_front.npy	4	153	i3d	asl	Hi I'm Ann Myrick and today we're going to talk about outfitting your powder room.	en		4	
0HObK-sd2ds_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_1-5-rgb_front.npy	163	57	i3d	asl	This is a small little powder room.	en		4	
0HObK-sd2ds_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_10-5-rgb_front.npy	2666	96	i3d	asl	You want to be sure that your powder room is really clean.	en		4	
0HObK-sd2ds_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_11-5-rgb_front.npy	2775	495	i3d	asl	You want to clean around your toilet, you want, when people come in, friends, people are going to, this is where your guests are going to go so you want to be sure that your powder room is very clean, toilet is cleaned out.	en		4	
0HObK-sd2ds_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_12-5-rgb_front.npy	3272	58	i3d	asl	You want to have extra toilet paper.	en		4	
0HObK-sd2ds_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_13-5-rgb_front.npy	3335	642	i3d	asl	We have a basket in here and the basket, I have magazines along with several rolls of toilet paper so if you are having a party and you are in the other room and somebody needs to come in they can find the toilet paper or whatever they need and not have to hunt you down.	en		4	
0HObK-sd2ds_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_14-5-rgb_front.npy	3983	91	i3d	asl	Then also fun rug.	en		4	
0HObK-sd2ds_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_15-5-rgb_front.npy	4111	71	i3d	asl	This is a great rug that we found.	en		4	
0HObK-sd2ds_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_16-5-rgb_front.npy	4190	111	i3d	asl	It has a lot of color and it just adds fun zip.	en		4	
0HObK-sd2ds_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_17-5-rgb_front.npy	4317	822	i3d	asl	You want to be sure if you have a rug in your bathroom or wherever you have little throw rugs that they have a rubber gripper on them for the guests or a family member is not going to slide so just go into your powder room and see if there is everything in it that you need to be able to wash your face, wash your hands, go to the bathroom and just have fun decorating your room.	en		4	
0HObK-sd2ds_18-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_18-5-rgb_front.npy	5140	121	i3d	asl	This is Ann Myrick and that is how to outfit your powder room.	en		4	
0HObK-sd2ds_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_2-5-rgb_front.npy	241	64	i3d	asl	It has a great fun color in it.	en		4	
0HObK-sd2ds_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_3-5-rgb_front.npy	327	85	i3d	asl	Things you want to think about is you want a nice size mirror.	en		4	
0HObK-sd2ds_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_4-5-rgb_front.npy	429	144	i3d	asl	You want bright lights so people can come in and check their makeup.	en		4	
0HObK-sd2ds_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_5-5-rgb_front.npy	599	247	i3d	asl	Sometimes people will put dimmers in it because they like the mood of a darker powder room also so you could have dimmers in your lights.	en		4	
0HObK-sd2ds_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_6-5-rgb_front.npy	878	131	i3d	asl	You want to be sure that it has the things that you need in a powder room.	en		4	
0HObK-sd2ds_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_7-5-rgb_front.npy	1038	589	i3d	asl	You want fresh towels, a lot of times if you are having a group those little paper towels are nice because you can use it and some people are funny about using the same towel so you could put some of those little paper hand towels out and then just use it and throw it away.	en		4	
0HObK-sd2ds_8_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HObK-sd2ds_8_9-5-rgb_front.npy	1639	1024	i3d	asl	You want to be sure that you have soap. I would say in here we have just one of these just little plastic bottles but I would say that for your powder room when you have guests you might want to have just a really nice pretty dispenser because we don't have a lot in this powder room and you don't want a whole lot but what you have in here you want it to be special and pretty so for these little utilitarian bottles you might want to get something that is a little bit nicer.	en		4	
0HPNKFjr1KQ_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_0-5-rgb_front.npy	7	264	i3d	asl	OK, ready golf means when you've hit your ball, and you're getting ready to hit the next ball, whether you're riding in a cart, or walking, you should already be thinking what you should be doing.	en		1	
0HPNKFjr1KQ_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_1-5-rgb_front.npy	278	303	i3d	asl	So that way, when you get to the ball, you already have the right club picked out, and you're ready to hit the ball.	en		1	
0HPNKFjr1KQ_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_10-5-rgb_front.npy	2311	265	i3d	asl	So, ready golf is really a serious part of good golf etiquette, it means, and it's good for your game, because you're getting a rhythm, and you're not waiting all the time.	en		1	
0HPNKFjr1KQ_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_11-5-rgb_front.npy	2584	218	i3d	asl	So, be courteous to the people that are behind you, and be courteous to your group, and be ready to play every time.	en		1	
0HPNKFjr1KQ_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_2-5-rgb_front.npy	596	436	i3d	asl	One of the biggest problems in golf today, is people are like, well I don't know what club to use, so they go and grab twenty different clubs, and then they talk with their friends, and then they get a swing lesson, so golf is taking too much time to play.	en		1	
0HPNKFjr1KQ_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_3-5-rgb_front.npy	1036	219	i3d	asl	So if your time is valuable, as I think everybody's is, be ready to hit the ball when you get to it.	en		1	
0HPNKFjr1KQ_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_4-5-rgb_front.npy	1265	185	i3d	asl	And that way, you'll be hitting the ball, you'll get a nice rhythm going, and the round will be that much faster.	en		1	
0HPNKFjr1KQ_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_5-5-rgb_front.npy	1476	68	i3d	asl	So, ready golf is a good part of etiquette.	en		1	
0HPNKFjr1KQ_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_6-5-rgb_front.npy	1550	173	i3d	asl	So, if you're playing with a foursome, each player should have their shots already planned in their minds so they all fan out and go to their balls.	en		1	
0HPNKFjr1KQ_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_7-5-rgb_front.npy	1738	254	i3d	asl	Instead of you go to one player's ball, and then you go to the next player's, and the player's, and the next player's.	en		1	
0HPNKFjr1KQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_8-5-rgb_front.npy	1993	244	i3d	asl	Because every time you waste five minutes, time is four shots per hole, times eighteen holes, you can play, it can take you seven hours to play.	en		1	
0HPNKFjr1KQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HPNKFjr1KQ_9-5-rgb_front.npy	2238	72	i3d	asl	So, who has time for that?	en		1	
0HR9yZVt2F4_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_0-5-rgb_front.npy	25	168	i3d	asl	Upright Rows of the Cable Pulley System is a good way to engage biceps, triceps and shoulders.	en		1	
0HR9yZVt2F4_1-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_1-5-rgb_front.npy	202	215	i3d	asl	We're going to work on a straight bar here, choosing the weight that will fatigue the muscle in ten to fifteen reps.	en		1	
0HR9yZVt2F4_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_2-5-rgb_front.npy	424	335	i3d	asl	Feet are going to be hip width apart, slight bend in the elbows, and you want your palm, the back of your hand and your elbow and your wrist to line up.	en		1	
0HR9yZVt2F4_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_3-5-rgb_front.npy	786	140	i3d	asl	We're going to contract up with an exhale.	en		1	
0HR9yZVt2F4_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_4-5-rgb_front.npy	933	59	i3d	asl	We want to pull it so everything is nice and align.	en		1	
0HR9yZVt2F4_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_5-5-rgb_front.npy	999	155	i3d	asl	There's no reason to come back here, we want muscle over momentum in the movement and release.	en		1	
0HR9yZVt2F4_6_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_6_7-5-rgb_front.npy	1156	646	i3d	asl	Big inhale, exhale in the contraction, boom, that's point right there, elbows straight out to the side and release. Keeping a nice contraction in the edge, to keep your gravity from pulling you forward or letting the weight pull you backward and release.	en		1	
0HR9yZVt2F4_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HR9yZVt2F4_8-5-rgb_front.npy	1801	344	i3d	asl	Nice, smooth two count up, two count down and working ten to fifteen reps, one to three sets.	en		1	
0HW3SuQbV7g_0_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_0_2-5-rgb_front.npy	28	403	i3d	asl	Hi. Next, I'm going to talk about what makes a good bulb bad the good, bad and the ugly when it comes to flower bulbs.	en		4	
0HW3SuQbV7g_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_10-5-rgb_front.npy	2068	122	i3d	asl	So, mold is not a flower bulb's best friend.	en		4	
0HW3SuQbV7g_11-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_11-5-rgb_front.npy	2190	230	i3d	asl	And mold happens when they get too wet, and so it's part of like they're decaying or rotting process.	en		4	
0HW3SuQbV7g_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_12-5-rgb_front.npy	2446	235	i3d	asl	This is a peony root that got wet at the farmers market and you can tell it has just got mold all over it.	en		4	
0HW3SuQbV7g_13_14_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_13_14_15-5-rgb_front.npy	2749	392	i3d	asl	"But there is a silver lining. Most people would say, ""I'm throwing it away. It's got mold on it,"" but look, there's an eye right here on it and it's still good."	en		4	
0HW3SuQbV7g_16_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_16_17-5-rgb_front.npy	3143	398	i3d	asl	So, if you threw it away you're losing a $10-plant. Even if one of the eyes here is soft and mushy, it's no good.	en		4	
0HW3SuQbV7g_18_19_20-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_18_19_20-5-rgb_front.npy	3544	376	i3d	asl	So, what I just do--see? It's still fleshy like a potato. I just rip this off 'cause it's the eyes that matter, not the roots and get rid of that and you still have a good plant.	en		4	
0HW3SuQbV7g_21_22-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_21_22-5-rgb_front.npy	3922	260	i3d	asl	So, there's no need to always throw away every single plant you have just because there's little bit of mold. Mold is not the end of the world.	en		4	
0HW3SuQbV7g_23_24-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_23_24-5-rgb_front.npy	4183	503	i3d	asl	You can always put a little bit of bleach water on it or you can even dirt. I just rub a little bit of dirt on some moldy spots and all of a sudden, the bulb seems fine and the bulb itself is not damaged, it's just the covering.	en		4	
0HW3SuQbV7g_25-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_25-5-rgb_front.npy	4689	421	i3d	asl	For example--let's see, I've got a Tulip here and it's got a little bit of a moldy spot but if I rub some dirt on it, it seems to come right off.	en		4	
0HW3SuQbV7g_26_27-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_26_27-5-rgb_front.npy	5206	307	i3d	asl	So actually, if I would have went ahead and planted that, it would still be just fine. So, that doesn't always mean that the bulb is bad even if there's a little bit of mold.	en		4	
0HW3SuQbV7g_28-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_28-5-rgb_front.npy	5521	165	i3d	asl	Next, watch our segment number two on what to do with moldy flower bulbs.	en		4	
0HW3SuQbV7g_3_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_3_4-5-rgb_front.npy	434	421	i3d	asl	There are a lot of things that can happen to your bulbs when they're stored. I found bulbs under a table three years later, it was a Calla Lily bulb, and I planted it in the summertime and it came right up and bloomed beautifully.	en		4	
0HW3SuQbV7g_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_5-5-rgb_front.npy	859	375	i3d	asl	I've bought Tulips, put them in a plastic bag and threw them in the back of the trunk for a couple of weeks and they came out this moldy, mushy mess.	en		4	
0HW3SuQbV7g_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_6-5-rgb_front.npy	1239	133	i3d	asl	So, there are some problems that you can have with bulbs but there are easy solutions.	en		4	
0HW3SuQbV7g_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_7-5-rgb_front.npy	1377	116	i3d	asl	And I always treat gardening like throwing a party.	en		4	
0HW3SuQbV7g_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_8-5-rgb_front.npy	1494	326	i3d	asl	You invite all the plants over; some of them show up looking beautiful and good moods and having a good time, others show up just a mess.	en		4	
0HW3SuQbV7g_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HW3SuQbV7g_9-5-rgb_front.npy	1821	221	i3d	asl	So, you enjoy their company while they're here and not take it personally, and there are always more bulbs that you can purchase.	en		4	
0HfN3Ts0FxQ_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_0-5-rgb_front.npy	1	332	i3d	asl	Hi!	en		6	
0HfN3Ts0FxQ_10_11_12-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_10_11_12-5-rgb_front.npy	1415	368	i3d	asl	A paper towel works just nice. What you want to do is you want to lay your squash in here. We're not going to cook for too long because these should be thin enough so they cook fast.	en		6	
0HfN3Ts0FxQ_13-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_13-5-rgb_front.npy	1811	220	i3d	asl	After you've got your first layer, go ahead and pour half your mixture over that.	en		6	
0HfN3Ts0FxQ_14-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_14-5-rgb_front.npy	2047	620	i3d	asl	What you want to do is go ahead and put the other half of the squash on there.	en		6	
0HfN3Ts0FxQ_15-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_15-5-rgb_front.npy	2668	473	i3d	asl	At this point, we're going to go ahead and put the rest of the marinade on top.	en		6	
0HfN3Ts0FxQ_16-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_16-5-rgb_front.npy	3142	50	i3d	asl	Make sure you get all of it on there.	en		6	
0HfN3Ts0FxQ_17-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_17-5-rgb_front.npy	3248	68	i3d	asl	Move the seasoning around.	en		6	
0HfN3Ts0FxQ_18-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_18-5-rgb_front.npy	3263	54	i3d	asl	You're going to bake for about 5 minutes.	en		6	
0HfN3Ts0FxQ_2-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_2-5-rgb_front.npy	342	115	i3d	asl	Now what we're going to do is we're going to actually bake our squash for a little bit.	en		6	
0HfN3Ts0FxQ_3-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_3-5-rgb_front.npy	458	60	i3d	asl	You have your mixture and squash.	en		6	
0HfN3Ts0FxQ_4-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_4-5-rgb_front.npy	531	233	i3d	asl	Right over the cooking tray we're going to use this.	en		6	
0HfN3Ts0FxQ_5-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_5-5-rgb_front.npy	781	45	i3d	asl	Just pour a little bit on there.	en		6	
0HfN3Ts0FxQ_6-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_6-5-rgb_front.npy	868	57	i3d	asl	Evenly coat that.	en		6	
0HfN3Ts0FxQ_7-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_7-5-rgb_front.npy	992	62	i3d	asl	If you have a brush, you can.	en		6	
0HfN3Ts0FxQ_8-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_8-5-rgb_front.npy	1066	141	i3d	asl	If not, you can throw in a piece of squash and move it around.	en		6	
0HfN3Ts0FxQ_9-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HfN3Ts0FxQ_9-5-rgb_front.npy	1226	123	i3d	asl	A quick little ways to get around stuff if you don't have it.	en		6	
0HjhaTfGAdE_0-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HjhaTfGAdE_0-5-rgb_front.npy	27	130	i3d	asl	Hi!	en		3	
0HjhaTfGAdE_10-5-rgb_front	/path_to_features/how2sign/i3d_features/train/0HjhaTfGAdE_10-5-rgb_front.npy	2320	80	i3d	asl	Ruffâs have been made out of coyote.	en		3	
